name,date,status,note,association
נהג 3.5,2026-05-26,home,,מחלקה 3
נהג 3.5,2026-05-27,home,,מחלקה 3
נהג 3.5,2026-05-28,home,,מחלקה 3
נהג 3.5,2026-05-29,switch-base,,מחלקה 3
נהג 3.5,2026-05-30,activity,,מחלקה 3
נהג 3.5,2026-05-31,activity,,מחלקה 3
נהג 3.5,2026-06-01,activity,,מחלקה 3
נהג 3.5,2026-06-02,activity,תרגיל,מחלקה 3
נהג 3.5,2026-06-03,activity,סריקות,מחלקה 3
נהג 3.5,2026-06-04,activity,,מחלקה 3
נהג 3.5,2026-06-05,activity,,מחלקה 3
נהג 3.5,2026-06-06,activity,,מחלקה 3
נהג 3.5,2026-06-07,activity,,מחלקה 3
נהג 3.5,2026-06-08,activity,,מחלקה 3
נהג 3.5,2026-06-09,switch-home,,מחלקה 3
נהג 3.5,2026-06-10,home,דו״ח,מחלקה 3
נהג 3.5,2026-06-11,home,,מחלקה 3
נהג 3.5,2026-06-12,home,,מחלקה 3
נהג 3.5,2026-06-13,home,,מחלקה 3
נהג 3.5,2026-06-14,home,,מחלקה 3
נהג 3.5,2026-06-15,home,,מחלקה 3
נהג 3.5,2026-06-16,home,,מחלקה 3
נהג 3.5,2026-06-17,home,,מחלקה 3
נהג 3.5,2026-06-18,switch-base,,מחלקה 3
נהג 3.6,2026-04-26,activity,סריקות,מחלקה 3
נהג 3.6,2026-04-27,activity,,מחלקה 3
נהג 3.6,2026-04-28,activity,,מחלקה 3
נהג 3.6,2026-04-29,activity,,מחלקה 3
נהג 3.6,2026-04-30,activity,,מחלקה 3
נהג 3.6,2026-05-01,activity,,מחלקה 3
נהג 3.6,2026-05-02,activity,שמירה,מחלקה 3
נהג 3.6,2026-05-03,activity,תרגיל,מחלקה 3
נהג 3.6,2026-05-04,activity,,מחלקה 3
נהג 3.6,2026-05-05,activity,,מחלקה 3
נהג 3.6,2026-05-06,activity,,מחלקה 3
נהג 3.6,2026-05-07,activity,,מחלקה 3
נהג 3.6,2026-05-08,activity,,מחלקה 3
נהג 3.6,2026-05-09,activity,,מחלקה 3
נהג 3.6,2026-05-10,activity,,מחלקה 3
נהג 3.6,2026-05-11,activity,,מחלקה 3
נהג 3.6,2026-05-12,activity,,מחלקה 3
נהג 3.6,2026-05-13,activity,,מחלקה 3
נהג 3.6,2026-05-14,activity,,מחלקה 3
נהג 3.6,2026-05-15,activity,,מחלקה 3
נהג 3.6,2026-05-16,activity,,מחלקה 3
נהג 3.6,2026-05-17,activity,,מחלקה 3
נהג 3.6,2026-05-18,activity,,מחלקה 3
נהג 3.6,2026-05-19,activity,,מחלקה 3
נהג 3.6,2026-05-20,switch-home,,מחלקה 3
נהג 3.6,2026-05-21,home,,מחלקה 3
נהג 3.6,2026-05-22,home,,מחלקה 3
נהג 3.6,2026-05-23,home,,מחלקה 3
נהג 3.6,2026-05-24,home,,מחלקה 3
נהג 3.6,2026-05-25,home,,מחלקה 3
נהג 3.6,2026-05-26,home,,מחלקה 3
נהג 3.6,2026-05-27,home,,מחלקה 3
נהג 3.6,2026-05-28,home,,מחלקה 3
נהג 3.6,2026-05-29,switch-base,,מחלקה 3
נהג 3.6,2026-05-30,activity,,מחלקה 3
נהג 3.6,2026-05-31,activity,,מחלקה 3
נהג 3.6,2026-06-01,activity,,מחלקה 3
נהג 3.6,2026-06-02,activity,,מחלקה 3
נהג 3.6,2026-06-03,activity,,מחלקה 3
נהג 3.6,2026-06-04,activity,,מחלקה 3
נהג 3.6,2026-06-05,activity,,מחלקה 3
נהג 3.6,2026-06-06,activity,,מחלקה 3
נהג 3.6,2026-06-07,activity,,מחלקה 3
נהג 3.6,2026-06-08,activity,,מחלקה 3
נהג 3.6,2026-06-09,switch-home,,מחלקה 3
נהג 3.6,2026-06-10,home,,מחלקה 3
נהג 3.6,2026-06-11,home,,מחלקה 3
נהג 3.6,2026-06-12,home,,מחלקה 3
נהג 3.6,2026-06-13,home,,מחלקה 3
נהג 3.6,2026-06-14,home,הכשרה,מחלקה 3
נהג 3.6,2026-06-15,home,תדריך,מחלקה 3
נהג 3.6,2026-06-16,home,,מחלקה 3
נהג 3.6,2026-06-17,home,,מחלקה 3
נהג 3.6,2026-06-18,switch-base,אימון ירי,מחלקה 3
חייל 3.7,2026-04-26,activity,,מחלקה 3
חייל 3.7,2026-04-27,activity,,מחלקה 3
חייל 3.7,2026-04-28,activity,,מחלקה 3
חייל 3.7,2026-04-29,activity,,מחלקה 3
חייל 3.7,2026-04-30,activity,,מחלקה 3
חייל 3.7,2026-05-01,activity,,מחלקה 3
חייל 3.7,2026-05-02,activity,,מחלקה 3
חייל 3.7,2026-05-03,activity,,מחלקה 3
חייל 3.7,2026-05-04,activity,,מחלקה 3
חייל 3.7,2026-05-05,activity,,מחלקה 3
חייל 3.7,2026-05-06,activity,,מחלקה 3
חייל 3.7,2026-05-07,activity,,מחלקה 3
חייל 3.7,2026-05-08,activity,,מחלקה 3
חייל 3.7,2026-05-09,activity,,מחלקה 3
חייל 3.7,2026-05-10,activity,,מחלקה 3
חייל 3.7,2026-05-11,activity,,מחלקה 3
חייל 3.7,2026-05-12,activity,,מחלקה 3
חייל 3.7,2026-05-13,activity,,מחלקה 3
חייל 3.7,2026-05-14,activity,,מחלקה 3
חייל 3.7,2026-05-15,activity,,מחלקה 3
חייל 3.7,2026-05-16,activity,,מחלקה 3
חייל 3.7,2026-05-17,activity,ביקורת ציוד,מחלקה 3
חייל 3.7,2026-05-18,activity,,מחלקה 3
חייל 3.7,2026-05-19,activity,אימון ירי,מחלקה 3
חייל 3.7,2026-05-20,switch-home,,מחלקה 3
חייל 3.7,2026-05-21,home,,מחלקה 3
חייל 3.7,2026-05-22,home,,מחלקה 3
חייל 3.7,2026-05-23,home,,מחלקה 3
חייל 3.7,2026-05-24,home,,מחלקה 3
חייל 3.7,2026-05-25,home,אימון ירי,מחלקה 3
חייל 3.7,2026-05-26,home,,מחלקה 3
חייל 3.7,2026-05-27,home,,מחלקה 3
חייל 3.7,2026-05-28,home,,מחלקה 3
חייל 3.7,2026-05-29,switch-base,,מחלקה 3
חייל 3.7,2026-05-30,activity,,מחלקה 3
חייל 3.7,2026-05-31,activity,,מחלקה 3
חייל 3.7,2026-06-01,activity,,מחלקה 3
חייל 3.7,2026-06-02,activity,,מחלקה 3
חייל 3.7,2026-06-03,activity,,מחלקה 3
חייל 3.7,2026-06-04,activity,,מחלקה 3
חייל 3.7,2026-06-05,activity,,מחלקה 3
חייל 3.7,2026-06-06,activity,,מחלקה 3
חייל 3.7,2026-06-07,activity,,מחלקה 3
חייל 3.7,2026-06-08,activity,,מחלקה 3
חייל 3.7,2026-06-09,switch-home,,מחלקה 3
חייל 3.7,2026-06-10,home,,מחלקה 3
חייל 3.7,2026-06-11,home,,מחלקה 3
חייל 3.7,2026-06-12,home,אימון ירי,מחלקה 3
חייל 3.7,2026-06-13,home,תרגיל,מחלקה 3
חייל 3.7,2026-06-14,home,,מחלקה 3
חייל 3.7,2026-06-15,home,,מחלקה 3
חייל 3.7,2026-06-16,home,,מחלקה 3
חייל 3.7,2026-06-17,home,,מחלקה 3
חייל 3.7,2026-06-18,switch-base,,מחלקה 3
חייל 3.8,2026-04-26,activity,,מחלקה 3
חייל 3.8,2026-04-27,activity,,מחלקה 3
חייל 3.8,2026-04-28,activity,,מחלקה 3
חייל 3.8,2026-04-29,activity,,מחלקה 3
חייל 3.8,2026-04-30,activity,,מחלקה 3
חייל 3.8,2026-05-01,activity,,מחלקה 3
חייל 3.8,2026-05-02,activity,,מחלקה 3
חייל 3.8,2026-05-03,activity,אימון ירי,מחלקה 3
חייל 3.8,2026-05-04,activity,,מחלקה 3
חייל 3.8,2026-05-05,activity,,מחלקה 3
חייל 3.8,2026-05-06,activity,,מחלקה 3
חייל 3.8,2026-05-07,activity,,מחלקה 3
חייל 3.8,2026-05-08,activity,,מחלקה 3
חייל 3.8,2026-05-09,activity,,מחלקה 3
חייל 3.8,2026-05-10,activity,,מחלקה 3
חייל 3.8,2026-05-11,activity,,מחלקה 3
חייל 3.8,2026-05-12,activity,,מחלקה 3
חייל 3.8,2026-05-13,activity,,מחלקה 3
חייל 3.8,2026-05-14,activity,,מחלקה 3
חייל 3.8,2026-05-15,activity,,מחלקה 3
חייל 3.8,2026-05-16,activity,,מחלקה 3
חייל 3.8,2026-05-17,activity,,מחלקה 3
חייל 3.8,2026-05-18,activity,,מחלקה 3
חייל 3.8,2026-05-19,activity,,מחלקה 3
חייל 3.8,2026-05-20,switch-home,סריקות,מחלקה 3
חייל 3.8,2026-05-21,home,,מחלקה 3
חייל 3.8,2026-05-22,home,,מחלקה 3
חייל 3.8,2026-05-23,home,שמירה,מחלקה 3
חייל 3.8,2026-05-24,home,,מחלקה 3
חייל 3.8,2026-05-25,home,,מחלקה 3
חייל 3.8,2026-05-26,home,,מחלקה 3
חייל 3.8,2026-05-27,home,,מחלקה 3
חייל 3.8,2026-05-28,home,,מחלקה 3
חייל 3.8,2026-05-29,switch-base,,מחלקה 3
חייל 3.8,2026-05-30,activity,,מחלקה 3
חייל 3.8,2026-05-31,activity,,מחלקה 3
חייל 3.8,2026-06-01,activity,,מחלקה 3
חייל 3.8,2026-06-02,activity,,מחלקה 3
חייל 3.8,2026-06-03,activity,,מחלקה 3
חייל 3.8,2026-06-04,activity,,מחלקה 3
חייל 3.8,2026-06-05,activity,,מחלקה 3
חייל 3.8,2026-06-06,activity,,מחלקה 3
חייל 3.8,2026-06-07,activity,הכשרה,מחלקה 3
חייל 3.8,2026-06-08,activity,,מחלקה 3
חייל 3.8,2026-06-09,switch-home,,מחלקה 3
חייל 3.8,2026-06-10,home,,מחלקה 3
חייל 3.8,2026-06-11,home,,מחלקה 3
חייל 3.8,2026-06-12,home,,מחלקה 3
חייל 3.8,2026-06-13,home,,מחלקה 3
חייל 3.8,2026-06-14,home,,מחלקה 3
חייל 3.8,2026-06-15,home,שמירה,מחלקה 3
חייל 3.8,2026-06-16,home,,מחלקה 3
חייל 3.8,2026-06-17,home,,מחלקה 3
חייל 3.8,2026-06-18,switch-base,,מחלקה 3
חייל 3.9,2026-04-26,activity,תרגיל,מחלקה 3
חייל 3.9,2026-04-27,activity,,מחלקה 3
חייל 3.9,2026-04-28,activity,,מחלקה 3
חייל 3.9,2026-04-29,activity,,מחלקה 3
חייל 3.9,2026-04-30,activity,,מחלקה 3
חייל 3.9,2026-05-01,activity,,מחלקה 3
חייל 3.9,2026-05-02,activity,,מחלקה 3
חייל 3.9,2026-05-03,activity,,מחלקה 3
חייל 3.9,2026-05-04,activity,,מחלקה 3
חייל 3.9,2026-05-05,activity,,מחלקה 3
חייל 3.9,2026-05-06,activity,אבטחה,מחלקה 3
חייל 3.9,2026-05-07,activity,,מחלקה 3
חייל 3.9,2026-05-08,activity,הכשרה,מחלקה 3
חייל 3.9,2026-05-09,activity,,מחלקה 3
חייל 3.9,2026-05-10,activity,סריקות,מחלקה 3
חייל 3.9,2026-05-11,activity,,מחלקה 3
חייל 3.9,2026-05-12,activity,,מחלקה 3
חייל 3.9,2026-05-13,activity,,מחלקה 3
חייל 3.9,2026-05-14,activity,,מחלקה 3
חייל 3.9,2026-05-15,activity,,מחלקה 3
חייל 3.9,2026-05-16,activity,,מחלקה 3
חייל 3.9,2026-05-17,activity,,מחלקה 3
חייל 3.9,2026-05-18,activity,,מחלקה 3
חייל 3.9,2026-05-19,activity,,מחלקה 3
חייל 3.9,2026-05-20,switch-home,,מחלקה 3
חייל 3.9,2026-05-21,home,תרגיל,מחלקה 3
חייל 3.9,2026-05-22,home,,מחלקה 3
חייל 3.9,2026-05-23,home,,מחלקה 3
חייל 3.9,2026-05-24,home,,מחלקה 3
חייל 3.9,2026-05-25,home,,מחלקה 3
חייל 3.9,2026-05-26,home,,מחלקה 3
חייל 3.9,2026-05-27,home,,מחלקה 3
חייל 3.9,2026-05-28,home,דו״ח,מחלקה 3
חייל 3.9,2026-05-29,switch-base,,מחלקה 3
חייל 3.9,2026-05-30,activity,,מחלקה 3
חייל 3.9,2026-05-31,activity,,מחלקה 3
חייל 3.9,2026-06-01,activity,,מחלקה 3
חייל 3.9,2026-06-02,activity,,מחלקה 3
חייל 3.9,2026-06-03,activity,,מחלקה 3
חייל 3.9,2026-06-04,activity,,מחלקה 3
חייל 3.9,2026-06-05,activity,,מחלקה 3
חייל 3.9,2026-06-06,activity,,מחלקה 3
חייל 3.9,2026-06-07,activity,,מחלקה 3
חייל 3.9,2026-06-08,activity,,מחלקה 3
חייל 3.9,2026-06-09,switch-home,,מחלקה 3
חייל 3.9,2026-06-10,home,,מחלקה 3
חייל 3.9,2026-06-11,home,ביקורת ציוד,מחלקה 3
חייל 3.9,2026-06-12,home,,מחלקה 3
חייל 3.9,2026-06-13,home,,מחלקה 3
חייל 3.9,2026-06-14,home,,מחלקה 3
חייל 3.9,2026-06-15,home,,מחלקה 3
חייל 3.9,2026-06-16,home,,מחלקה 3
חייל 3.9,2026-06-17,home,,מחלקה 3
חייל 3.9,2026-06-18,switch-base,תרגיל,מחלקה 3
חייל 3.10,2026-04-26,activity,,מחלקה 3
חייל 3.10,2026-04-27,activity,דו״ח,מחלקה 3
חייל 3.10,2026-04-28,activity,תחזוקה,מחלקה 3
חייל 3.10,2026-04-29,activity,,מחלקה 3
חייל 3.10,2026-04-30,activity,,מחלקה 3
חייל 3.10,2026-05-01,activity,,מחלקה 3
חייל 3.10,2026-05-02,activity,,מחלקה 3
חייל 3.10,2026-05-03,activity,,מחלקה 3
חייל 3.10,2026-05-04,activity,,מחלקה 3
חייל 3.10,2026-05-05,activity,,מחלקה 3
חייל 3.10,2026-05-06,activity,,מחלקה 3
חייל 3.10,2026-05-07,activity,,מחלקה 3
חייל 3.10,2026-05-08,activity,,מחלקה 3
חייל 3.10,2026-05-09,activity,,מחלקה 3
חייל 3.10,2026-05-10,activity,,מחלקה 3
חייל 3.10,2026-05-11,activity,,מחלקה 3
חייל 3.10,2026-05-12,activity,,מחלקה 3
חייל 3.10,2026-05-13,activity,,מחלקה 3
חייל 3.10,2026-05-14,activity,,מחלקה 3
חייל 3.10,2026-05-15,activity,,מחלקה 3
חייל 3.10,2026-05-16,activity,תחזוקה,מחלקה 3
חייל 3.10,2026-05-17,activity,,מחלקה 3
חייל 3.10,2026-05-18,activity,שמירה,מחלקה 3
חייל 3.10,2026-05-19,activity,תרגיל,מחלקה 3
חייל 3.10,2026-05-20,switch-home,,מחלקה 3
חייל 3.10,2026-05-21,home,,מחלקה 3
חייל 3.10,2026-05-22,home,,מחלקה 3
חייל 3.10,2026-05-23,home,,מחלקה 3
חייל 3.10,2026-05-24,home,הכשרה,מחלקה 3
חייל 3.10,2026-05-25,home,,מחלקה 3
חייל 3.10,2026-05-26,home,,מחלקה 3
חייל 3.10,2026-05-27,home,,מחלקה 3
חייל 3.10,2026-05-28,home,,מחלקה 3
חייל 3.10,2026-05-29,switch-base,הכשרה,מחלקה 3
חייל 3.10,2026-05-30,activity,,מחלקה 3
חייל 3.10,2026-05-31,activity,,מחלקה 3
חייל 3.10,2026-06-01,activity,,מחלקה 3
חייל 3.10,2026-06-02,activity,,מחלקה 3
חייל 3.10,2026-06-03,activity,,מחלקה 3
חייל 3.10,2026-06-04,activity,,מחלקה 3
חייל 3.10,2026-06-05,activity,,מחלקה 3
חייל 3.10,2026-06-06,activity,,מחלקה 3
חייל 3.10,2026-06-07,activity,,מחלקה 3
חייל 3.10,2026-06-08,activity,,מחלקה 3
חייל 3.10,2026-06-09,switch-home,,מחלקה 3
חייל 3.10,2026-06-10,home,שמירה,מחלקה 3
חייל 3.10,2026-06-11,home,,מחלקה 3
חייל 3.10,2026-06-12,home,,מחלקה 3
חייל 3.10,2026-06-13,home,,מחלקה 3
חייל 3.10,2026-06-14,home,,מחלקה 3
חייל 3.10,2026-06-15,home,,מחלקה 3
חייל 3.10,2026-06-16,home,,מחלקה 3
חייל 3.10,2026-06-17,home,,מחלקה 3
חייל 3.10,2026-06-18,switch-base,,מחלקה 3
חייל 3.11,2026-04-26,activity,,מחלקה 3
חייל 3.11,2026-04-27,activity,,מחלקה 3
חייל 3.11,2026-04-28,activity,,מחלקה 3
חייל 3.11,2026-04-29,activity,,מחלקה 3
חייל 3.11,2026-04-30,activity,,מחלקה 3
חייל 3.11,2026-05-01,activity,,מחלקה 3
חייל 3.11,2026-05-02,activity,תחזוקה,מחלקה 3
חייל 3.11,2026-05-03,activity,,מחלקה 3
חייל 3.11,2026-05-04,activity,,מחלקה 3
חייל 3.11,2026-05-05,activity,,מחלקה 3
חייל 3.11,2026-05-06,activity,,מחלקה 3
חייל 3.11,2026-05-07,activity,דו״ח,מחלקה 3
חייל 3.11,2026-05-08,activity,,מחלקה 3
חייל 3.11,2026-05-09,activity,,מחלקה 3
חייל 3.11,2026-05-10,activity,,מחלקה 3
חייל 3.11,2026-05-11,activity,,מחלקה 3
חייל 3.11,2026-05-12,activity,,מחלקה 3
חייל 3.11,2026-05-13,activity,,מחלקה 3
חייל 3.11,2026-05-14,activity,תדריך,מחלקה 3
חייל 3.11,2026-05-15,activity,,מחלקה 3
חייל 3.11,2026-05-16,activity,,מחלקה 3
חייל 3.11,2026-05-17,activity,,מחלקה 3
חייל 3.11,2026-05-18,activity,,מחלקה 3
חייל 3.11,2026-05-19,activity,,מחלקה 3
חייל 3.11,2026-05-20,switch-home,,מחלקה 3
חייל 3.11,2026-05-21,home,,מחלקה 3
חייל 3.11,2026-05-22,home,,מחלקה 3
חייל 3.11,2026-05-23,home,,מחלקה 3
חייל 3.11,2026-05-24,home,,מחלקה 3
חייל 3.11,2026-05-25,home,,מחלקה 3
חייל 3.11,2026-05-26,home,,מחלקה 3
חייל 3.11,2026-05-27,home,,מחלקה 3
חייל 3.11,2026-05-28,home,,מחלקה 3
חייל 3.11,2026-05-29,switch-base,,מחלקה 3
חייל 3.11,2026-05-30,activity,,מחלקה 3
חייל 3.11,2026-05-31,activity,,מחלקה 3
חייל 3.11,2026-06-01,activity,,מחלקה 3
חייל 3.11,2026-06-02,activity,,מחלקה 3
חייל 3.11,2026-06-03,activity,,מחלקה 3
חייל 3.11,2026-06-04,activity,,מחלקה 3
חייל 3.11,2026-06-05,activity,תרגיל,מחלקה 3
חייל 3.11,2026-06-06,activity,,מחלקה 3
חייל 3.11,2026-06-07,activity,,מחלקה 3
חייל 3.11,2026-06-08,activity,תדריך,מחלקה 3
חייל 3.11,2026-06-09,switch-home,,מחלקה 3
חייל 3.11,2026-06-10,home,,מחלקה 3
חייל 3.11,2026-06-11,home,,מחלקה 3
חייל 3.11,2026-06-12,home,,מחלקה 3
חייל 3.11,2026-06-13,home,,מחלקה 3
חייל 3.11,2026-06-14,home,,מחלקה 3
חייל 3.11,2026-06-15,home,,מחלקה 3
חייל 3.11,2026-06-16,home,,מחלקה 3
חייל 3.11,2026-06-17,home,,מחלקה 3
חייל 3.11,2026-06-18,switch-base,,מחלקה 3
חייל 3.12,2026-04-26,activity,,מחלקה 3
חייל 3.12,2026-04-27,activity,,מחלקה 3
חייל 3.12,2026-04-28,activity,,מחלקה 3
חייל 3.12,2026-04-29,activity,,מחלקה 3
חייל 3.12,2026-04-30,activity,,מחלקה 3
חייל 3.12,2026-05-01,activity,,מחלקה 3
חייל 3.12,2026-05-02,activity,,מחלקה 3
חייל 3.12,2026-05-03,activity,,מחלקה 3
חייל 3.12,2026-05-04,activity,,מחלקה 3
חייל 3.12,2026-05-05,activity,,מחלקה 3
חייל 3.12,2026-05-06,activity,,מחלקה 3
חייל 3.12,2026-05-07,activity,,מחלקה 3
חייל 3.12,2026-05-08,activity,,מחלקה 3
חייל 3.12,2026-05-09,activity,,מחלקה 3
חייל 3.12,2026-05-10,activity,,מחלקה 3
חייל 3.12,2026-05-11,activity,,מחלקה 3
חייל 3.12,2026-05-12,activity,,מחלקה 3
חייל 3.12,2026-05-13,activity,,מחלקה 3
חייל 3.12,2026-05-14,activity,,מחלקה 3
חייל 3.12,2026-05-15,activity,,מחלקה 3
חייל 3.12,2026-05-16,activity,,מחלקה 3
חייל 3.12,2026-05-17,activity,,מחלקה 3
חייל 3.12,2026-05-18,activity,,מחלקה 3
חייל 3.12,2026-05-19,activity,תחזוקה,מחלקה 3
חייל 3.12,2026-05-20,switch-home,,מחלקה 3
חייל 3.12,2026-05-21,home,,מחלקה 3
חייל 3.12,2026-05-22,home,,מחלקה 3
חייל 3.12,2026-05-23,home,,מחלקה 3
חייל 3.12,2026-05-24,home,סריקות,מחלקה 3
חייל 3.12,2026-05-25,home,,מחלקה 3
חייל 3.12,2026-05-26,home,,מחלקה 3
חייל 3.12,2026-05-27,home,,מחלקה 3
חייל 3.12,2026-05-28,home,,מחלקה 3
חייל 3.12,2026-05-29,switch-base,,מחלקה 3
חייל 3.12,2026-05-30,activity,,מחלקה 3
חייל 3.12,2026-05-31,activity,,מחלקה 3
חייל 3.12,2026-06-01,activity,,מחלקה 3
חייל 3.12,2026-06-02,activity,,מחלקה 3
חייל 3.12,2026-06-03,activity,,מחלקה 3
חייל 3.12,2026-06-04,activity,,מחלקה 3
חייל 3.12,2026-06-05,activity,סריקות,מחלקה 3
חייל 3.12,2026-06-06,activity,,מחלקה 3
חייל 3.12,2026-06-07,activity,,מחלקה 3
חייל 3.12,2026-06-08,activity,,מחלקה 3
חייל 3.12,2026-06-09,switch-home,,מחלקה 3
חייל 3.12,2026-06-10,home,,מחלקה 3
חייל 3.12,2026-06-11,home,הכשרה,מחלקה 3
חייל 3.12,2026-06-12,home,,מחלקה 3
חייל 3.12,2026-06-13,home,,מחלקה 3
חייל 3.12,2026-06-14,home,אבטחה,מחלקה 3
חייל 3.12,2026-06-15,home,,מחלקה 3
חייל 3.12,2026-06-16,home,,מחלקה 3
חייל 3.12,2026-06-17,home,אבטחה,מחלקה 3
חייל 3.12,2026-06-18,switch-base,,מחלקה 3
